aid,reporting,reporting_ref,funder_ref,title,status_code,day_start,day_end,description,commitment,spend,commitment_eur,spend_eur,commitment_gbp,spend_gbp,commitment_cad,spend_cad,country_code,country_percent,sector_group,sector_code,sector_percent,location_code,location_name,location_longitude,location_latitude,location_precision,location_percent,iso3,iso2,activity_id
XM-DAC-41122-Ukraine-4410/A0/05/883/004,UNICEF,XM-DAC-41122,XM-DAC-41122,ADOLESCENTS & YOUTH SKILLS AND COMPETENCIES INCREASED IN PREPARATION OF ADULT LIF,Implementation,2018-01-02,2023-12-31,"By 2022, adolescents and youth increased skills and competencies to be adequately prepared for adult life as active citizens and\nfor the world of work., which contributes to Learning, Skills, Participation And Engagement, Learning, Skills, Participation And Engagement (Covid). UNICEF aims to achieve this through Advocacy And Communications, Advocacy And Public Engagement, Fostering Innovation And Use Of New Technologies, Innovation, Systems Strengthening And Institution Building, Systems Strengthening To Leave No One Behind. This contributes to the following Country Programme result:    UNICEF staff and partners are provided guidance, tools and resources to efficiently and effectively manage the field offices,\nincluding the UNICEF's response to the humanitarian situation.",11498804,10911293,10466311,9961306,9118181,8665741,15402368,14604367,Ukraine,100,Government & Civil Society-general,Local government finance,12.5,,,31.16558,48.379433,1,,UKR,UA,http://d-portal.org/q.html?aid=XM-DAC-41122-Ukraine-4410/A0/05/883/004
XM-DAC-41122-Ukraine-4410/A0/05/883/004,UNICEF,XM-DAC-41122,XM-DAC-41122,ADOLESCENTS & YOUTH SKILLS AND COMPETENCIES INCREASED IN PREPARATION OF ADULT LIF,Implementation,2018-01-02,2023-12-31,"By 2022, adolescents and youth increased skills and competencies to be adequately prepared for adult life as active citizens and\nfor the world of work., which contributes to Learning, Skills, Participation And Engagement, Learning, Skills, Participation And Engagement (Covid). UNICEF aims to achieve this through Advocacy And Communications, Advocacy And Public Engagement, Fostering Innovation And Use Of New Technologies, Innovation, Systems Strengthening And Institution Building, Systems Strengthening To Leave No One Behind. This contributes to the following Country Programme result:    UNICEF staff and partners are provided guidance, tools and resources to efficiently and effectively manage the field offices,\nincluding the UNICEF's response to the humanitarian situation.",11498804,10911293,10466311,9961306,9118181,8665741,15402368,14604367,Ukraine,100,Other Social Infrastructure & Services,"Social protection and welfare services policy, planning and administration",15.3,,,31.16558,48.379433,1,,UKR,UA,http://d-portal.org/q.html?aid=XM-DAC-41122-Ukraine-4410/A0/05/883/004
XM-DAC-41122-Ukraine-4410/A0/05/883/004,UNICEF,XM-DAC-41122,XM-DAC-41122,ADOLESCENTS & YOUTH SKILLS AND COMPETENCIES INCREASED IN PREPARATION OF ADULT LIF,Implementation,2018-01-02,2023-12-31,"By 2022, adolescents and youth increased skills and competencies to be adequately prepared for adult life as active citizens and\nfor the world of work., which contributes to Learning, Skills, Participation And Engagement, Learning, Skills, Participation And Engagement (Covid). UNICEF aims to achieve this through Advocacy And Communications, Advocacy And Public Engagement, Fostering Innovation And Use Of New Technologies, Innovation, Systems Strengthening And Institution Building, Systems Strengthening To Leave No One Behind. This contributes to the following Country Programme result:    UNICEF staff and partners are provided guidance, tools and resources to efficiently and effectively manage the field offices,\nincluding the UNICEF's response to the humanitarian situation.",11498804,10911293,10466311,9961306,9118181,8665741,15402368,14604367,Ukraine,100,Emergency Response,Relief co-ordination and support services,72.2,,,31.16558,48.379433,1,,UKR,UA,http://d-portal.org/q.html?aid=XM-DAC-41122-Ukraine-4410/A0/05/883/004
XM-DAC-41122-Ukraine-4410/A0/05/883/004,UNICEF,XM-DAC-41122,XM-DAC-41122,ADOLESCENTS & YOUTH SKILLS AND COMPETENCIES INCREASED IN PREPARATION OF ADULT LIF,Implementation,2018-01-02,2023-12-31,"By 2022, adolescents and youth increased skills and competencies to be adequately prepared for adult life as active citizens and\nfor the world of work., which contributes to Learning, Skills, Participation And Engagement, Learning, Skills, Participation And Engagement (Covid). UNICEF aims to achieve this through Advocacy And Communications, Advocacy And Public Engagement, Fostering Innovation And Use Of New Technologies, Innovation, Systems Strengthening And Institution Building, Systems Strengthening To Leave No One Behind. This contributes to the following Country Programme result:    UNICEF staff and partners are provided guidance, tools and resources to efficiently and effectively manage the field offices,\nincluding the UNICEF's response to the humanitarian situation.",11498804,10911293,10466311,9961306,9118181,8665741,15402368,14604367,Ukraine,100,Government & Civil Society-general,Local government finance,12.5,,,31.16558,48.379433,1,,UKR,UA,http://d-portal.org/q.html?aid=XM-DAC-41122-Ukraine-4410/A0/05/883/004
XM-DAC-41122-Ukraine-4410/A0/05/883/004,UNICEF,XM-DAC-41122,XM-DAC-41122,ADOLESCENTS & YOUTH SKILLS AND COMPETENCIES INCREASED IN PREPARATION OF ADULT LIF,Implementation,2018-01-02,2023-12-31,"By 2022, adolescents and youth increased skills and competencies to be adequately prepared for adult life as active citizens and\nfor the world of work., which contributes to Learning, Skills, Participation And Engagement, Learning, Skills, Participation And Engagement (Covid). UNICEF aims to achieve this through Advocacy And Communications, Advocacy And Public Engagement, Fostering Innovation And Use Of New Technologies, Innovation, Systems Strengthening And Institution Building, Systems Strengthening To Leave No One Behind. This contributes to the following Country Programme result:    UNICEF staff and partners are provided guidance, tools and resources to efficiently and effectively manage the field offices,\nincluding the UNICEF's response to the humanitarian situation.",11498804,10911293,10466311,9961306,9118181,8665741,15402368,14604367,Ukraine,100,Other Social Infrastructure & Services,"Social protection and welfare services policy, planning and administration",15.3,,Kiev,31.16558,48.379433,1,,UKR,UA,http://d-portal.org/q.html?aid=XM-DAC-41122-Ukraine-4410/A0/05/883/004
XM-DAC-41122-Ukraine-4410/A0/05/883/004,UNICEF,XM-DAC-41122,XM-DAC-41122,ADOLESCENTS & YOUTH SKILLS AND COMPETENCIES INCREASED IN PREPARATION OF ADULT LIF,Implementation,2018-01-02,2023-12-31,"By 2022, adolescents and youth increased skills and competencies to be adequately prepared for adult life as active citizens and\nfor the world of work., which contributes to Learning, Skills, Participation And Engagement, Learning, Skills, Participation And Engagement (Covid). UNICEF aims to achieve this through Advocacy And Communications, Advocacy And Public Engagement, Fostering Innovation And Use Of New Technologies, Innovation, Systems Strengthening And Institution Building, Systems Strengthening To Leave No One Behind. This contributes to the following Country Programme result:    UNICEF staff and partners are provided guidance, tools and resources to efficiently and effectively manage the field offices,\nincluding the UNICEF's response to the humanitarian situation.",11498804,10911293,10466311,9961306,9118181,8665741,15402368,14604367,Ukraine,100,Emergency Response,Relief co-ordination and support services,72.2,,Kiev,31.16558,48.379433,1,,UKR,UA,http://d-portal.org/q.html?aid=XM-DAC-41122-Ukraine-4410/A0/05/883/004
XM-DAC-41122-Ukraine-4410/A0/05/883/004,UNICEF,XM-DAC-41122,XM-DAC-41122,ADOLESCENTS & YOUTH SKILLS AND COMPETENCIES INCREASED IN PREPARATION OF ADULT LIF,Implementation,2018-01-02,2023-12-31,"By 2022, adolescents and youth increased skills and competencies to be adequately prepared for adult life as active citizens and\nfor the world of work., which contributes to Learning, Skills, Participation And Engagement, Learning, Skills, Participation And Engagement (Covid). UNICEF aims to achieve this through Advocacy And Communications, Advocacy And Public Engagement, Fostering Innovation And Use Of New Technologies, Innovation, Systems Strengthening And Institution Building, Systems Strengthening To Leave No One Behind. This contributes to the following Country Programme result:    UNICEF staff and partners are provided guidance, tools and resources to efficiently and effectively manage the field offices,\nincluding the UNICEF's response to the humanitarian situation.",11498804,10911293,10466311,9961306,9118181,8665741,15402368,14604367,Ukraine,100,Government & Civil Society-general,Local government finance,12.5,,Kiev,31.16558,48.379433,1,,UKR,UA,http://d-portal.org/q.html?aid=XM-DAC-41122-Ukraine-4410/A0/05/883/004
XM-DAC-41122-Ukraine-4410/A0/05/883/004,UNICEF,XM-DAC-41122,XM-DAC-41122,ADOLESCENTS & YOUTH SKILLS AND COMPETENCIES INCREASED IN PREPARATION OF ADULT LIF,Implementation,2018-01-02,2023-12-31,"By 2022, adolescents and youth increased skills and competencies to be adequately prepared for adult life as active citizens and\nfor the world of work., which contributes to Learning, Skills, Participation And Engagement, Learning, Skills, Participation And Engagement (Covid). UNICEF aims to achieve this through Advocacy And Communications, Advocacy And Public Engagement, Fostering Innovation And Use Of New Technologies, Innovation, Systems Strengthening And Institution Building, Systems Strengthening To Leave No One Behind. This contributes to the following Country Programme result:    UNICEF staff and partners are provided guidance, tools and resources to efficiently and effectively manage the field offices,\nincluding the UNICEF's response to the humanitarian situation.",11498804,10911293,10466311,9961306,9118181,8665741,15402368,14604367,Ukraine,100,Other Social Infrastructure & Services,"Social protection and welfare services policy, planning and administration",15.3,,Kyivska,30.548182,50.448856,1,,UKR,UA,http://d-portal.org/q.html?aid=XM-DAC-41122-Ukraine-4410/A0/05/883/004
XM-DAC-41122-Ukraine-4410/A0/05/883/004,UNICEF,XM-DAC-41122,XM-DAC-41122,ADOLESCENTS & YOUTH SKILLS AND COMPETENCIES INCREASED IN PREPARATION OF ADULT LIF,Implementation,2018-01-02,2023-12-31,"By 2022, adolescents and youth increased skills and competencies to be adequately prepared for adult life as active citizens and\nfor the world of work., which contributes to Learning, Skills, Participation And Engagement, Learning, Skills, Participation And Engagement (Covid). UNICEF aims to achieve this through Advocacy And Communications, Advocacy And Public Engagement, Fostering Innovation And Use Of New Technologies, Innovation, Systems Strengthening And Institution Building, Systems Strengthening To Leave No One Behind. This contributes to the following Country Programme result:    UNICEF staff and partners are provided guidance, tools and resources to efficiently and effectively manage the field offices,\nincluding the UNICEF's response to the humanitarian situation.",11498804,10911293,10466311,9961306,9118181,8665741,15402368,14604367,Ukraine,100,Emergency Response,Relief co-ordination and support services,72.2,,Kyivska,30.548182,50.448856,1,,UKR,UA,http://d-portal.org/q.html?aid=XM-DAC-41122-Ukraine-4410/A0/05/883/004
XM-DAC-41122-Ukraine-4410/A0/05/883/004,UNICEF,XM-DAC-41122,XM-DAC-41122,ADOLESCENTS & YOUTH SKILLS AND COMPETENCIES INCREASED IN PREPARATION OF ADULT LIF,Implementation,2018-01-02,2023-12-31,"By 2022, adolescents and youth increased skills and competencies to be adequately prepared for adult life as active citizens and\nfor the world of work., which contributes to Learning, Skills, Participation And Engagement, Learning, Skills, Participation And Engagement (Covid). UNICEF aims to achieve this through Advocacy And Communications, Advocacy And Public Engagement, Fostering Innovation And Use Of New Technologies, Innovation, Systems Strengthening And Institution Building, Systems Strengthening To Leave No One Behind. This contributes to the following Country Programme result:    UNICEF staff and partners are provided guidance, tools and resources to efficiently and effectively manage the field offices,\nincluding the UNICEF's response to the humanitarian situation.",11498804,10911293,10466311,9961306,9118181,8665741,15402368,14604367,Ukraine,100,Government & Civil Society-general,Local government finance,12.5,,Kyivska,30.548182,50.448856,1,,UKR,UA,http://d-portal.org/q.html?aid=XM-DAC-41122-Ukraine-4410/A0/05/883/004
XM-DAC-41122-Ukraine-4410/A0/05/883/004,UNICEF,XM-DAC-41122,XM-DAC-41122,ADOLESCENTS & YOUTH SKILLS AND COMPETENCIES INCREASED IN PREPARATION OF ADULT LIF,Implementation,2018-01-02,2023-12-31,"By 2022, adolescents and youth increased skills and competencies to be adequately prepared for adult life as active citizens and\nfor the world of work., which contributes to Learning, Skills, Participation And Engagement, Learning, Skills, Participation And Engagement (Covid). UNICEF aims to achieve this through Advocacy And Communications, Advocacy And Public Engagement, Fostering Innovation And Use Of New Technologies, Innovation, Systems Strengthening And Institution Building, Systems Strengthening To Leave No One Behind. This contributes to the following Country Programme result:    UNICEF staff and partners are provided guidance, tools and resources to efficiently and effectively manage the field offices,\nincluding the UNICEF's response to the humanitarian situation.",11498804,10911293,10466311,9961306,9118181,8665741,15402368,14604367,Ukraine,100,Other Social Infrastructure & Services,"Social protection and welfare services policy, planning and administration",15.3,,Ukraine,31.16558,48.379433,1,,UKR,UA,http://d-portal.org/q.html?aid=XM-DAC-41122-Ukraine-4410/A0/05/883/004
